order_id,invoice_no,order_date,invoice_date,delivery_date,payment_due_date,vendor_id,vendor_name,gst_number,vendor_state,vendor_contact,item_id,item_name,item_category,hsn_code,quantity,unit,unit_price,taxable_amount,cgst_rate,cgst_amount,sgst_rate,sgst_amount,total_tax,total_invoice_amount,payment_status,payment_mode,payment_date,transaction_id,transport_mode,eway_bill_no,received_by,quality_check_status,remarks
1442,INV-11442,2024-03-15,2024-03-18,2024-03-21,2024-04-17,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916490752690,I003,Grey Fabric,Fabric,6006,407,Kg,360,146520,9,13186.8,9,13186.8,26373.6,172893.6,Pending,Cheque,,TXN186757,Road,EWB2877050,Ravi,Rejected,
1443,INV-11443,2024-06-19,2024-06-21,2024-06-27,2024-07-21,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918459241162,I004,Dyed Fabric,Fabric,6005,163,Kg,150,24450,9,2200.5,9,2200.5,4401.0,28851.0,Partial,Cheque,2024-06-21,TXN687236,Road,EWB2707417,Kumar,Rejected,
1444,INV-11444,2024-11-15,2024-11-18,2024-11-25,2024-12-18,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916554248833,I004,Dyed Fabric,Fabric,6005,977,Kg,208,203216,9,18289.44,9,18289.44,36578.88,239794.88,Paid,NEFT,,TXN730352,Courier,EWB6074289,Kumar,Rejected,
1445,INV-11445,2025-01-14,2025-01-19,2025-01-22,2025-02-18,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917593581004,I004,Dyed Fabric,Fabric,6005,503,Kg,155,77965,9,7016.85,9,7016.85,14033.7,91998.7,Paid,RTGS,,TXN110992,Road,EWB9078581,Kumar,Rejected,
1446,INV-11446,2024-03-05,2024-03-08,2024-03-15,2024-04-07,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917672453598,I002,Polyester Yarn,Yarn,5402,707,Kg,405,286335,9,25770.15,9,25770.15,51540.3,337875.3,Paid,Cheque,2024-03-08,TXN265308,Courier,EWB5528653,Anita,Approved,
1447,INV-11447,2024-05-30,2024-05-31,2024-06-02,2024-06-30,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919318317680,I003,Grey Fabric,Fabric,6006,905,Kg,157,142085,9,12787.65,9,12787.65,25575.3,167660.3,Partial,RTGS,2024-05-31,TXN660296,Road,EWB5579808,Kumar,Approved,
1448,INV-11448,2024-02-25,2024-02-27,2024-02-28,2024-03-28,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919742395783,I001,Cotton Yarn,Yarn,5205,643,Kg,283,181969,9,16377.21,9,16377.21,32754.42,214723.41999999998,Paid,UPI,,TXN239129,Road,EWB8469494,Suresh,Rejected,
1449,INV-11449,2025-09-22,2025-09-23,2025-09-30,2025-10-23,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916390733053,I001,Cotton Yarn,Yarn,5205,609,Kg,313,190617,9,17155.53,9,17155.53,34311.06,224928.06,Partial,RTGS,2025-09-23,TXN863151,Courier,EWB1493019,Ravi,Approved,
1450,INV-11450,2025-01-13,2025-01-15,2025-01-19,2025-02-14,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918557660969,I005,Knitted Cloth,Fabric,6001,610,Kg,385,234850,9,21136.5,9,21136.5,42273.0,277123.0,Paid,Cheque,,TXN294267,Courier,EWB7362930,Ravi,Rejected,
1451,INV-11451,2025-01-27,2025-02-01,2025-02-03,2025-03-03,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918595848532,I003,Grey Fabric,Fabric,6006,311,Kg,222,69042,9,6213.78,9,6213.78,12427.56,81469.56,Pending,NEFT,2025-02-01,TXN270709,Road,EWB3766851,Kumar,Approved,
1452,INV-11452,2025-04-29,2025-05-01,2025-05-03,2025-05-31,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917681912270,I003,Grey Fabric,Fabric,6006,797,Kg,205,163385,9,14704.65,9,14704.65,29409.3,192794.3,Pending,Cheque,,TXN609020,Road,EWB2846461,Kumar,Rejected,
1453,INV-11453,2026-01-01,2026-01-04,2026-01-05,2026-02-03,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919058372505,I002,Polyester Yarn,Yarn,5402,427,Kg,195,83265,9,7493.85,9,7493.85,14987.7,98252.7,Paid,NEFT,2026-01-04,TXN170850,Courier,EWB9468539,Kumar,Rejected,
1454,INV-11454,2024-11-05,2024-11-06,2024-11-09,2024-12-06,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917318089382,I002,Polyester Yarn,Yarn,5402,848,Kg,152,128896,9,11600.64,9,11600.64,23201.28,152097.28,Paid,NEFT,,TXN308605,Courier,EWB2034488,Suresh,Rejected,
1455,INV-11455,2025-05-25,2025-05-29,2025-05-31,2025-06-28,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918305360523,I005,Knitted Cloth,Fabric,6001,658,Kg,295,194110,9,17469.9,9,17469.9,34939.8,229049.8,Pending,UPI,,TXN327667,Road,EWB6723707,Kumar,Approved,
1456,INV-11456,2025-04-10,2025-04-11,2025-04-14,2025-05-11,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916198906749,I001,Cotton Yarn,Yarn,5205,264,Kg,278,73392,9,6605.28,9,6605.28,13210.56,86602.56,Pending,UPI,,TXN522542,Road,EWB6377834,Anita,Rejected,
1457,INV-11457,2025-07-16,2025-07-21,2025-07-26,2025-08-20,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917984172860,I005,Knitted Cloth,Fabric,6001,297,Kg,431,128007,9,11520.63,9,11520.63,23041.26,151048.26,Pending,RTGS,2025-07-21,TXN783378,Courier,EWB5052335,Suresh,Approved,
1458,INV-11458,2025-08-26,2025-08-30,2025-08-31,2025-09-29,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916300223042,I003,Grey Fabric,Fabric,6006,618,Kg,500,309000,9,27810.0,9,27810.0,55620.0,364620.0,Pending,NEFT,2025-08-30,TXN681728,Courier,EWB8063472,Kumar,Approved,
1459,INV-11459,2024-06-21,2024-06-25,2024-06-29,2024-07-25,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916809525118,I003,Grey Fabric,Fabric,6006,270,Kg,399,107730,9,9695.7,9,9695.7,19391.4,127121.4,Pending,Cheque,2024-06-25,TXN547282,Road,EWB8139142,Anita,Approved,
1460,INV-11460,2025-08-06,2025-08-10,2025-08-14,2025-09-09,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919459578617,I005,Knitted Cloth,Fabric,6001,258,Kg,474,122292,9,11006.28,9,11006.28,22012.56,144304.56,Pending,NEFT,,TXN248983,Courier,EWB6369298,Kumar,Rejected,
1461,INV-11461,2025-05-16,2025-05-19,2025-05-20,2025-06-18,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917380262745,I004,Dyed Fabric,Fabric,6005,477,Kg,213,101601,9,9144.09,9,9144.09,18288.18,119889.18,Partial,NEFT,2025-05-19,TXN568166,Road,EWB2541345,Anita,Rejected,
1462,INV-11462,2025-12-06,2025-12-08,2025-12-11,2026-01-07,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919756010143,I001,Cotton Yarn,Yarn,5205,385,Kg,493,189805,9,17082.45,9,17082.45,34164.9,223969.9,Partial,UPI,2025-12-08,TXN919754,Road,EWB8190191,Kumar,Rejected,
1463,INV-11463,2025-03-18,2025-03-22,2025-03-29,2025-04-21,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919046292010,I004,Dyed Fabric,Fabric,6005,778,Kg,439,341542,9,30738.78,9,30738.78,61477.56,403019.56,Partial,Cheque,2025-03-22,TXN631171,Road,EWB2047659,Suresh,Approved,
1464,INV-11464,2025-01-18,2025-01-20,2025-01-25,2025-02-19,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918495755950,I005,Knitted Cloth,Fabric,6001,884,Kg,345,304980,9,27448.2,9,27448.2,54896.4,359876.4,Pending,NEFT,2025-01-20,TXN493503,Road,EWB6108067,Anita,Approved,
1465,INV-11465,2024-11-26,2024-11-27,2024-12-02,2024-12-27,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917886877714,I005,Knitted Cloth,Fabric,6001,555,Kg,397,220335,9,19830.15,9,19830.15,39660.3,259995.3,Partial,Cheque,2024-11-27,TXN287375,Courier,EWB8993073,Ravi,Rejected,
1466,INV-11466,2025-08-25,2025-08-26,2025-08-28,2025-09-25,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917840439997,I004,Dyed Fabric,Fabric,6005,634,Kg,383,242822,9,21853.98,9,21853.98,43707.96,286529.96,Paid,UPI,,TXN389579,Road,EWB4661998,Anita,Approved,
1467,INV-11467,2025-09-23,2025-09-27,2025-10-04,2025-10-27,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918844740337,I001,Cotton Yarn,Yarn,5205,531,Kg,325,172575,9,15531.75,9,15531.75,31063.5,203638.5,Paid,RTGS,2025-09-27,TXN879804,Courier,EWB1461046,Ravi,Approved,
1468,INV-11468,2024-05-05,2024-05-08,2024-05-12,2024-06-07,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919882901623,I005,Knitted Cloth,Fabric,6001,861,Kg,165,142065,9,12785.85,9,12785.85,25571.7,167636.7,Pending,Cheque,,TXN924313,Road,EWB1611568,Anita,Rejected,
1469,INV-11469,2024-03-08,2024-03-09,2024-03-11,2024-04-08,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919548714556,I004,Dyed Fabric,Fabric,6005,836,Kg,267,223212,9,20089.08,9,20089.08,40178.16,263390.16000000003,Pending,Cheque,2024-03-09,TXN887920,Road,EWB2606196,Anita,Rejected,
1470,INV-11470,2025-04-01,2025-04-02,2025-04-03,2025-05-02,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919682916873,I001,Cotton Yarn,Yarn,5205,985,Kg,213,209805,9,18882.45,9,18882.45,37764.9,247569.9,Paid,NEFT,2025-04-02,TXN976019,Courier,EWB7974459,Anita,Approved,
1471,INV-11471,2024-05-26,2024-05-30,2024-06-06,2024-06-29,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918758269249,I001,Cotton Yarn,Yarn,5205,611,Kg,321,196131,9,17651.79,9,17651.79,35303.58,231434.58000000002,Partial,NEFT,2024-05-30,TXN697246,Road,EWB7485668,Anita,Rejected,
1472,INV-11472,2024-11-12,2024-11-15,2024-11-21,2024-12-15,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918445109290,I001,Cotton Yarn,Yarn,5205,542,Kg,165,89430,9,8048.7,9,8048.7,16097.4,105527.4,Pending,UPI,,TXN325326,Road,EWB5898571,Suresh,Approved,
1473,INV-11473,2024-05-14,2024-05-15,2024-05-16,2024-06-14,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916589877539,I004,Dyed Fabric,Fabric,6005,385,Kg,306,117810,9,10602.9,9,10602.9,21205.8,139015.8,Partial,Cheque,,TXN274117,Road,EWB3195250,Suresh,Approved,
1474,INV-11474,2024-04-28,2024-04-29,2024-05-02,2024-05-29,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917624343575,I001,Cotton Yarn,Yarn,5205,997,Kg,427,425719,9,38314.71,9,38314.71,76629.42,502348.42,Pending,UPI,2024-04-29,TXN887300,Road,EWB8984501,Kumar,Rejected,
1475,INV-11475,2025-02-13,2025-02-18,2025-02-21,2025-03-20,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918676303937,I005,Knitted Cloth,Fabric,6001,232,Kg,182,42224,9,3800.16,9,3800.16,7600.32,49824.32,Pending,UPI,2025-02-18,TXN728985,Road,EWB4803234,Kumar,Rejected,
1476,INV-11476,2025-09-27,2025-09-28,2025-09-29,2025-10-28,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917903646652,I005,Knitted Cloth,Fabric,6001,636,Kg,246,156456,9,14081.04,9,14081.04,28162.08,184618.08000000002,Partial,NEFT,,TXN492898,Road,EWB9073204,Suresh,Rejected,
1477,INV-11477,2025-08-02,2025-08-07,2025-08-09,2025-09-06,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918888569003,I004,Dyed Fabric,Fabric,6005,508,Kg,413,209804,9,18882.36,9,18882.36,37764.72,247568.72,Pending,UPI,,TXN250246,Courier,EWB4473273,Suresh,Approved,
1478,INV-11478,2025-09-13,2025-09-18,2025-09-25,2025-10-18,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918441738088,I003,Grey Fabric,Fabric,6006,537,Kg,262,140694,9,12662.46,9,12662.46,25324.92,166018.91999999998,Pending,NEFT,2025-09-18,TXN705024,Road,EWB6202224,Ravi,Rejected,
1479,INV-11479,2025-08-05,2025-08-10,2025-08-11,2025-09-09,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917038316884,I004,Dyed Fabric,Fabric,6005,421,Kg,263,110723,9,9965.07,9,9965.07,19930.14,130653.14,Pending,Cheque,,TXN177920,Road,EWB6930096,Kumar,Rejected,
1480,INV-11480,2024-09-21,2024-09-26,2024-09-27,2024-10-26,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917710430428,I004,Dyed Fabric,Fabric,6005,763,Kg,466,355558,9,32000.22,9,32000.22,64000.44,419558.44,Partial,UPI,2024-09-26,TXN361201,Courier,EWB4657550,Kumar,Rejected,
1481,INV-11481,2025-07-11,2025-07-16,2025-07-17,2025-08-15,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918303567503,I001,Cotton Yarn,Yarn,5205,101,Kg,218,22018,9,1981.62,9,1981.62,3963.24,25981.239999999998,Pending,UPI,2025-07-16,TXN440714,Courier,EWB9636696,Anita,Approved,
1482,INV-11482,2025-12-04,2025-12-09,2025-12-13,2026-01-08,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918773810702,I003,Grey Fabric,Fabric,6006,122,Kg,471,57462,9,5171.58,9,5171.58,10343.16,67805.16,Partial,UPI,2025-12-09,TXN837718,Road,EWB4242283,Anita,Approved,
1483,INV-11483,2025-05-06,2025-05-08,2025-05-12,2025-06-07,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919021916405,I005,Knitted Cloth,Fabric,6001,160,Kg,334,53440,9,4809.6,9,4809.6,9619.2,63059.2,Partial,Cheque,,TXN420221,Courier,EWB1560389,Kumar,Approved,
1484,INV-11484,2024-07-20,2024-07-23,2024-07-24,2024-08-22,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917338620520,I003,Grey Fabric,Fabric,6006,981,Kg,215,210915,9,18982.35,9,18982.35,37964.7,248879.7,Partial,UPI,2024-07-23,TXN969243,Courier,EWB4133430,Kumar,Approved,
1485,INV-11485,2025-06-17,2025-06-18,2025-06-20,2025-07-18,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917451109688,I005,Knitted Cloth,Fabric,6001,313,Kg,198,61974,9,5577.66,9,5577.66,11155.32,73129.32,Partial,Cheque,2025-06-18,TXN747696,Courier,EWB7332653,Anita,Approved,
1486,INV-11486,2024-09-20,2024-09-22,2024-09-23,2024-10-22,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919400561441,I002,Polyester Yarn,Yarn,5402,841,Kg,165,138765,9,12488.85,9,12488.85,24977.7,163742.7,Pending,NEFT,,TXN954316,Courier,EWB5489265,Kumar,Approved,
1487,INV-11487,2026-01-04,2026-01-05,2026-01-10,2026-02-04,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919544295555,I005,Knitted Cloth,Fabric,6001,798,Kg,193,154014,9,13861.26,9,13861.26,27722.52,181736.52,Paid,NEFT,2026-01-05,TXN624760,Courier,EWB9986126,Suresh,Approved,
1488,INV-11488,2024-07-26,2024-07-28,2024-08-03,2024-08-27,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917036052303,I002,Polyester Yarn,Yarn,5402,326,Kg,307,100082,9,9007.38,9,9007.38,18014.76,118096.76,Pending,Cheque,2024-07-28,TXN707441,Courier,EWB4519103,Ravi,Rejected,
1489,INV-11489,2024-11-18,2024-11-21,2024-11-28,2024-12-21,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919245322924,I004,Dyed Fabric,Fabric,6005,764,Kg,192,146688,9,13201.92,9,13201.92,26403.84,173091.84,Pending,NEFT,2024-11-21,TXN759444,Courier,EWB1458049,Kumar,Rejected,
1490,INV-11490,2024-05-13,2024-05-15,2024-05-18,2024-06-14,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917963363698,I002,Polyester Yarn,Yarn,5402,627,Kg,328,205656,9,18509.04,9,18509.04,37018.08,242674.08000000002,Paid,Cheque,,TXN825222,Road,EWB3301565,Anita,Rejected,
1491,INV-11491,2024-05-20,2024-05-22,2024-05-29,2024-06-21,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919166847759,I003,Grey Fabric,Fabric,6006,549,Kg,242,132858,9,11957.22,9,11957.22,23914.44,156772.44,Paid,UPI,2024-05-22,TXN848440,Road,EWB6874915,Kumar,Approved,
1492,INV-11492,2024-10-11,2024-10-13,2024-10-16,2024-11-12,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916301796751,I003,Grey Fabric,Fabric,6006,746,Kg,481,358826,9,32294.34,9,32294.34,64588.68,423414.68,Pending,Cheque,2024-10-13,TXN663348,Courier,EWB6162597,Suresh,Rejected,
1493,INV-11493,2025-03-02,2025-03-06,2025-03-08,2025-04-05,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919210482349,I002,Polyester Yarn,Yarn,5402,935,Kg,410,383350,9,34501.5,9,34501.5,69003.0,452353.0,Paid,NEFT,2025-03-06,TXN617703,Road,EWB3008465,Ravi,Rejected,
1494,INV-11494,2025-07-20,2025-07-24,2025-07-27,2025-08-23,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919484794604,I003,Grey Fabric,Fabric,6006,480,Kg,448,215040,9,19353.6,9,19353.6,38707.2,253747.2,Partial,Cheque,,TXN401176,Courier,EWB2301189,Kumar,Rejected,
1495,INV-11495,2025-11-02,2025-11-03,2025-11-04,2025-12-03,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916633687986,I005,Knitted Cloth,Fabric,6001,728,Kg,246,179088,9,16117.92,9,16117.92,32235.84,211323.84,Partial,UPI,,TXN519830,Courier,EWB5817032,Anita,Approved,
1496,INV-11496,2025-01-24,2025-01-26,2025-01-27,2025-02-25,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917743017119,I004,Dyed Fabric,Fabric,6005,410,Kg,364,149240,9,13431.6,9,13431.6,26863.2,176103.2,Partial,RTGS,,TXN678082,Road,EWB4747340,Kumar,Approved,
1497,INV-11497,2024-02-20,2024-02-22,2024-02-25,2024-03-23,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916235190959,I003,Grey Fabric,Fabric,6006,833,Kg,465,387345,9,34861.05,9,34861.05,69722.1,457067.1,Partial,Cheque,2024-02-22,TXN172648,Courier,EWB1933273,Anita,Approved,
1498,INV-11498,2025-01-16,2025-01-21,2025-01-26,2025-02-20,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916470115584,I003,Grey Fabric,Fabric,6006,998,Kg,303,302394,9,27215.46,9,27215.46,54430.92,356824.92,Paid,NEFT,2025-01-21,TXN276253,Road,EWB8428589,Anita,Rejected,
1499,INV-11499,2025-04-12,2025-04-13,2025-04-14,2025-05-13,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919904789508,I003,Grey Fabric,Fabric,6006,422,Kg,419,176818,9,15913.62,9,15913.62,31827.24,208645.24,Pending,UPI,2025-04-13,TXN984132,Road,EWB3154148,Ravi,Approved,
1500,INV-11500,2025-03-13,2025-03-15,2025-03-17,2025-04-14,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917102551626,I002,Polyester Yarn,Yarn,5402,455,Kg,224,101920,9,9172.8,9,9172.8,18345.6,120265.6,Partial,Cheque,,TXN912194,Road,EWB9442415,Anita,Rejected,
1501,INV-11501,2026-01-22,2026-01-24,2026-01-25,2026-02-23,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919853330091,I005,Knitted Cloth,Fabric,6001,426,Kg,316,134616,9,12115.44,9,12115.44,24230.88,158846.88,Partial,NEFT,,TXN842708,Courier,EWB9180330,Ravi,Rejected,
1502,INV-11502,2024-11-18,2024-11-22,2024-11-27,2024-12-22,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919463476470,I002,Polyester Yarn,Yarn,5402,559,Kg,234,130806,9,11772.54,9,11772.54,23545.08,154351.08000000002,Pending,Cheque,2024-11-22,TXN792881,Road,EWB9829939,Anita,Rejected,
1503,INV-11503,2024-07-31,2024-08-05,2024-08-08,2024-09-04,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919387746914,I001,Cotton Yarn,Yarn,5205,841,Kg,238,200158,9,18014.22,9,18014.22,36028.44,236186.44,Pending,Cheque,2024-08-05,TXN481307,Road,EWB1507518,Ravi,Rejected,
1504,INV-11504,2025-01-07,2025-01-12,2025-01-19,2025-02-11,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918505175119,I005,Knitted Cloth,Fabric,6001,842,Kg,249,209658,9,18869.22,9,18869.22,37738.44,247396.44,Paid,RTGS,2025-01-12,TXN978897,Courier,EWB4877057,Suresh,Rejected,
1505,INV-11505,2024-09-06,2024-09-08,2024-09-14,2024-10-08,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918336541091,I001,Cotton Yarn,Yarn,5205,528,Kg,258,136224,9,12260.16,9,12260.16,24520.32,160744.32,Pending,UPI,2024-09-08,TXN154951,Courier,EWB9334470,Suresh,Approved,
1506,INV-11506,2025-08-24,2025-08-25,2025-08-26,2025-09-24,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919520384902,I002,Polyester Yarn,Yarn,5402,460,Kg,452,207920,9,18712.8,9,18712.8,37425.6,245345.6,Pending,NEFT,2025-08-25,TXN952787,Courier,EWB8097764,Ravi,Rejected,
1507,INV-11507,2024-10-24,2024-10-28,2024-11-02,2024-11-27,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917463246192,I001,Cotton Yarn,Yarn,5205,478,Kg,237,113286,9,10195.74,9,10195.74,20391.48,133677.48,Partial,UPI,2024-10-28,TXN501114,Road,EWB2302548,Ravi,Rejected,
1508,INV-11508,2025-02-19,2025-02-24,2025-02-26,2025-03-26,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919122747176,I001,Cotton Yarn,Yarn,5205,347,Kg,390,135330,9,12179.7,9,12179.7,24359.4,159689.4,Partial,Cheque,,TXN330444,Road,EWB3103404,Ravi,Approved,
1509,INV-11509,2024-07-23,2024-07-26,2024-08-01,2024-08-25,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917721718646,I003,Grey Fabric,Fabric,6006,101,Kg,497,50197,9,4517.73,9,4517.73,9035.46,59232.46,Paid,NEFT,2024-07-26,TXN199979,Road,EWB4897198,Anita,Rejected,
1510,INV-11510,2025-01-14,2025-01-16,2025-01-17,2025-02-15,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+916675374739,I005,Knitted Cloth,Fabric,6001,956,Kg,370,353720,9,31834.8,9,31834.8,63669.6,417389.6,Paid,NEFT,,TXN838904,Road,EWB5181940,Suresh,Approved,
1511,INV-11511,2024-04-06,2024-04-11,2024-04-15,2024-05-11,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917031021822,I004,Dyed Fabric,Fabric,6005,574,Kg,480,275520,9,24796.8,9,24796.8,49593.6,325113.6,Pending,Cheque,,TXN210672,Road,EWB7442156,Ravi,Approved,
1512,INV-11512,2024-08-10,2024-08-12,2024-08-19,2024-09-11,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919211924162,I003,Grey Fabric,Fabric,6006,433,Kg,214,92662,9,8339.58,9,8339.58,16679.16,109341.16,Pending,UPI,2024-08-12,TXN847804,Courier,EWB6754331,Anita,Approved,
1513,INV-11513,2025-12-13,2025-12-17,2025-12-24,2026-01-16,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916050411270,I001,Cotton Yarn,Yarn,5205,436,Kg,348,151728,9,13655.52,9,13655.52,27311.04,179039.04,Pending,RTGS,2025-12-17,TXN455686,Road,EWB7204260,Kumar,Rejected,
1514,INV-11514,2024-02-28,2024-03-04,2024-03-10,2024-04-03,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918645155943,I003,Grey Fabric,Fabric,6006,241,Kg,200,48200,9,4338.0,9,4338.0,8676.0,56876.0,Paid,NEFT,2024-03-04,TXN573356,Courier,EWB9822363,Suresh,Rejected,
1515,INV-11515,2024-07-13,2024-07-16,2024-07-21,2024-08-15,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917181039934,I004,Dyed Fabric,Fabric,6005,738,Kg,459,338742,9,30486.78,9,30486.78,60973.56,399715.56,Partial,UPI,2024-07-16,TXN997905,Courier,EWB6550165,Anita,Approved,
1516,INV-11516,2024-07-23,2024-07-25,2024-07-30,2024-08-24,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916078513151,I005,Knitted Cloth,Fabric,6001,165,Kg,369,60885,9,5479.65,9,5479.65,10959.3,71844.3,Paid,UPI,2024-07-25,TXN428515,Road,EWB2796786,Ravi,Rejected,
1517,INV-11517,2024-08-29,2024-08-31,2024-09-05,2024-09-30,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919630499245,I005,Knitted Cloth,Fabric,6001,532,Kg,352,187264,9,16853.76,9,16853.76,33707.52,220971.52,Pending,UPI,2024-08-31,TXN847590,Road,EWB3664604,Anita,Approved,
1518,INV-11518,2024-12-12,2024-12-17,2024-12-20,2025-01-16,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916785940323,I001,Cotton Yarn,Yarn,5205,912,Kg,490,446880,9,40219.2,9,40219.2,80438.4,527318.4,Partial,UPI,2024-12-17,TXN474912,Courier,EWB8341043,Kumar,Approved,
1519,INV-11519,2025-06-21,2025-06-23,2025-06-24,2025-07-23,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917752047408,I001,Cotton Yarn,Yarn,5205,640,Kg,401,256640,9,23097.6,9,23097.6,46195.2,302835.2,Partial,Cheque,2025-06-23,TXN919259,Road,EWB1587334,Anita,Approved,
1520,INV-11520,2025-04-14,2025-04-17,2025-04-19,2025-05-17,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916798506546,I003,Grey Fabric,Fabric,6006,129,Kg,379,48891,9,4400.19,9,4400.19,8800.38,57691.38,Pending,Cheque,2025-04-17,TXN556266,Courier,EWB4101523,Anita,Rejected,
1521,INV-11521,2025-01-09,2025-01-11,2025-01-16,2025-02-10,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919146148822,I001,Cotton Yarn,Yarn,5205,979,Kg,202,197758,9,17798.22,9,17798.22,35596.44,233354.44,Partial,NEFT,2025-01-11,TXN417181,Courier,EWB8327744,Suresh,Rejected,
